Combined_Key,Country_Region,Province_State,Admin2,iso2,iso3,FIPS,Lat,Long,Population_Count
"Levy, Florida, US",United States,Florida,Levy,US,USA,12075,29.31829741,-82.74007147,41503
"Lee, Kentucky, US",United States,Kentucky,Lee,US,USA,21129,37.59645942,-83.71513901,7403
"Washington, North Carolina, US",United States,North Carolina,Washington,US,USA,37187,35.83810081,-76.57299037,11580
"Escambia, Alabama, US",United States,Alabama,Escambia,US,USA,1053,31.1256789,-87.15918694,36633
"Kiowa, Kansas, US",United States,Kansas,Kiowa,US,USA,20097,37.55848695,-99.2856537,2475
"Ohio, Indiana, US",United States,Indiana,Ohio,US,USA,18115,38.955305,-84.96515993,5875
"Grundy, Illinois, US",United States,Illinois,Grundy,US,USA,17063,41.28569601,-88.41905692,51054
"Lee, Mississippi, US",United States,Mississippi,Lee,US,USA,28081,34.2918775,-88.68149954,85436
"Bexar, Texas, US",United States,Texas,Bexar,US,USA,48029,29.44928723,-98.52019748,2003554
"Harris, Georgia, US",United States,Georgia,Harris,US,USA,13145,32.73709786,-84.90538572,35236
"Henderson, Kentucky, US",United States,Kentucky,Henderson,US,USA,21101,37.79344553,-87.57392021,45210
"Orleans, Louisiana, US",United States,Louisiana,Orleans,US,USA,22071,30.06971951,-89.92660315,390144
"Morgan, Missouri, US",United States,Missouri,Morgan,US,USA,29141,38.4181765,-92.88791859,20627
"Reagan, Texas, US",United States,Texas,Reagan,US,USA,48383,31.36607041,-101.5232659,3849
"Hall, Texas, US",United States,Texas,Hall,US,USA,48191,34.5307555,-100.6813852,2964
"Grays Harbor, Washington, US",United States,Washington,Grays Harbor,US,USA,53027,47.14003705,-123.7820567,75061
"Sioux, Nebraska, US",United States,Nebraska,Sioux,US,USA,31165,42.48932059,-103.7576544,1166
"Preble, Ohio, US",United States,Ohio,Preble,US,USA,39135,39.7420247,-84.64787018,40882
"Sac, Iowa, US",United States,Iowa,Sac,US,USA,19161,42.38624071,-95.10547892,9721
"Sussex, Delaware, US",United States,Delaware,Sussex,US,USA,10005,38.66143781,-75.39031349,234225
"Taylor, Wisconsin, US",United States,Wisconsin,Taylor,US,USA,55119,45.21179252,-90.5004405,20343
"Minidoka, Idaho, US",United States,Idaho,Minidoka,US,USA,16067,42.85518524,-113.6357257,21039
"Sierra, New Mexico, US",United States,New Mexico,Sierra,US,USA,35051,33.13028233,-107.1925893,10791
"Dukes, Massachusetts, US",United States,Massachusetts,Dukes,US,USA,25007,41.40674725,-70.68763497,17332
"Treutlen, Georgia, US",United States,Georgia,Treutlen,US,USA,13283,32.40422134,-82.56904553,6901
"Cleveland, Arkansas, US",United States,Arkansas,Cleveland,US,USA,5025,33.89723187,-92.18537045,7956
"San Joaquin, California, US",United States,California,San Joaquin,US,USA,6077,37.93433732,-121.2730061,762148
"Shelby, Kentucky, US",United States,Kentucky,Shelby,US,USA,21211,38.21476019,-85.194223,49024
"Mineral, Nevada, US",United States,Nevada,Mineral,US,USA,32021,38.53841696,-118.4344506,4505
"Park, Montana, US",United States,Montana,Park,US,USA,30067,45.48965095,-110.5264394,16606
"Lanier, Georgia, US",United States,Georgia,Lanier,US,USA,13173,31.0382857,-83.06472457,10423
"Cass, North Dakota, US",United States,North Dakota,Cass,US,USA,38017,46.93201724,-97.2444719,181923
"Sterling, Texas, US",United States,Texas,Sterling,US,USA,48431,31.82781912,-101.0500746,1291
"Somerset, Maine, US",United States,Maine,Somerset,US,USA,23025,45.51229767,-69.95995554,50484
"Alexander, Illinois, US",United States,Illinois,Alexander,US,USA,17003,37.18049267,-89.32910838,5761
"Van Wert, Ohio, US",United States,Ohio,Van Wert,US,USA,39161,40.8554138,-84.591117,28275
"Henry, Illinois, US",United States,Illinois,Henry,US,USA,17073,41.3533994,-90.13296166,48913
"Gilpin, Colorado, US",United States,Colorado,Gilpin,US,USA,8047,39.85646523,-105.5252597,6243
"Wilbarger, Texas, US",United States,Texas,Wilbarger,US,USA,48487,34.07945812,-99.24178437,12769
"Polk, Tennessee, US",United States,Tennessee,Polk,US,USA,47139,35.12245443,-84.52075859,16832
"Williamsburg, South Carolina, US",United States,South Carolina,Williamsburg,US,USA,45089,33.62190129,-79.72767442,30368
"Greene, Mississippi, US",United States,Mississippi,Greene,US,USA,28041,31.21444233,-88.63922281,13586
"Hayes, Nebraska, US",United States,Nebraska,Hayes,US,USA,31085,40.52451972,-101.0603568,922
"Elk, Kansas, US",United States,Kansas,Elk,US,USA,20049,37.45338105,-96.24369667,2530
"Belknap, New Hampshire, US",United States,New Hampshire,Belknap,US,USA,33001,43.51637314,-71.41684235,61303
"Vermilion, Illinois, US",United States,Illinois,Vermilion,US,USA,17183,40.18417171,-87.73384359,75758
"Morris, Texas, US",United States,Texas,Morris,US,USA,48343,33.11304005,-94.73255695,12388
"Suffolk, Virginia, US",United States,Virginia,Suffolk,US,USA,51800,36.70155394,-76.63603554,92108
"Sanilac, Michigan, US",United States,Michigan,Sanilac,US,USA,26151,43.42406072,-82.82055898,41170
"Cortland, New York, US",United States,New York,Cortland,US,USA,36023,42.59509207,-76.07048931,47581
"Brooke, West Virginia, US",United States,West Virginia,Brooke,US,USA,54009,40.27367263,-80.57915332,21939
"Trimble, Kentucky, US",United States,Kentucky,Trimble,US,USA,21223,38.61056487,-85.33775972,8471
"Pennington, Minnesota, US",United States,Minnesota,Pennington,US,USA,27113,48.06642577,-96.0370814,14119
"Grant, West Virginia, US",United States,West Virginia,Grant,US,USA,54023,39.10314817,-79.19440518,11568
"Owyhee, Idaho, US",United States,Idaho,Owyhee,US,USA,16073,42.58016894,-116.1693871,11823
"Windsor, Vermont, US",United States,Vermont,Windsor,US,USA,50027,43.58010937,-72.58595157,55062
"Fulton, Georgia, US",United States,Georgia,Fulton,US,USA,13121,33.79216944,-84.46319413,1063937
"Jackson, Kansas, US",United States,Kansas,Jackson,US,USA,20085,39.41673394,-95.79356799,13171
"Anderson, Kentucky, US",United States,Kentucky,Anderson,US,USA,21005,38.00671029,-84.99171713,22747
"Van Buren, Iowa, US",United States,Iowa,Van Buren,US,USA,19177,40.75326764,-91.95017958,7044
"Lake, Ohio, US",United States,Ohio,Lake,US,USA,39085,41.69710807,-81.23676539,230149
"Silver Bow, Montana, US",United States,Montana,Silver Bow,US,USA,30093,45.90018933,-112.6620092,34915
"Roane, West Virginia, US",United States,West Virginia,Roane,US,USA,54087,38.71622686,-81.35243568,13688
"Clark, South Dakota, US",United States,South Dakota,Clark,US,USA,46025,44.85834507,-97.72925109,3736
"Alleghany, Virginia, US",United States,Virginia,Alleghany,US,USA,51005,37.78636074,-80.00222498,14860
"Sampson, North Carolina, US",United States,North Carolina,Sampson,US,USA,37163,34.98820368,-78.36914061,63531
"Covington, Alabama, US",United States,Alabama,Covington,US,USA,1039,31.2477854,-86.45050893,37049
"Deuel, Nebraska, US",United States,Nebraska,Deuel,US,USA,31049,41.11168186,-102.3333331,1794
"Androscoggin, Maine, US",United States,Maine,Androscoggin,US,USA,23001,44.1664747,-70.20380627,108277
"San Juan, Colorado, US",United States,Colorado,San Juan,US,USA,8111,37.76248981,-107.6763289,728
"Bolivar, Mississippi, US",United States,Mississippi,Bolivar,US,USA,28011,33.79696941,-90.87372121,30628
"Carson City, Nevada, US",United States,Nevada,Carson City,US,USA,32510,39.15509045,-119.7480219,55916
"Calloway, Kentucky, US",United States,Kentucky,Calloway,US,USA,21035,36.62093411,-88.2731593,39001
"Taylor, Georgia, US",United States,Georgia,Taylor,US,USA,13269,32.55792548,-84.25077141,8020
"Gibson, Indiana, US",United States,Indiana,Gibson,US,USA,18051,38.30393723,-87.58054938,33659
"Canadian, Oklahoma, US",United States,Oklahoma,Canadian,US,USA,40017,35.5426055,-97.98465569,148306
"Monroe, Ohio, US",United States,Ohio,Monroe,US,USA,39111,39.72984936,-81.08464734,13654
"Champaign, Illinois, US",United States,Illinois,Champaign,US,USA,17019,40.13919438,-88.20046615,209689
"Nowata, Oklahoma, US",United States,Oklahoma,Nowata,US,USA,40105,36.79843529,-95.61902331,10076
"Webster, Mississippi, US",United States,Mississippi,Webster,US,USA,28155,33.61300486,-89.28392912,9689
"Frio, Texas, US",United States,Texas,Frio,US,USA,48163,28.86751206,-99.10804207,20306
"Asotin, Washington, US",United States,Washington,Asotin,US,USA,53003,46.18894415,-117.2022851,22582
"DeSoto, Mississippi, US",United States,Mississippi,DeSoto,US,USA,28033,34.87625235,-89.99091418,184945
"Douglas, South Dakota, US",United States,South Dakota,Douglas,US,USA,46043,43.38520741,-98.36978007,2921
"Washington, Nebraska, US",United States,Nebraska,Washington,US,USA,31177,41.52815707,-96.22019892,20729
"Williams, Ohio, US",United States,Ohio,Williams,US,USA,39171,41.56052014,-84.58429552,36692
"Goshen, Wyoming, US",United States,Wyoming,Goshen,US,USA,56015,42.08798185,-104.3534743,13211
"Montgomery, Texas, US",United States,Texas,Montgomery,US,USA,48339,30.30079133,-95.50572772,607391
"Fentress, Tennessee, US",United States,Tennessee,Fentress,US,USA,47049,36.38128818,-84.92870012,18523
"Dunklin, Missouri, US",United States,Missouri,Dunklin,US,USA,29069,36.27167174,-90.09122243,29131
"Las Animas, Colorado, US",United States,Colorado,Las Animas,US,USA,8071,37.3153406,-104.0376458,14506
"Marshall, West Virginia, US",United States,West Virginia,Marshall,US,USA,54051,39.86064362,-80.66591062,30531
"Steuben, Indiana, US",United States,Indiana,Steuben,US,USA,18151,41.64423868,-85.00101094,34594
"Durham, North Carolina, US",United States,North Carolina,Durham,US,USA,37063,36.03638492,-78.87608331,321488
"Hickman, Kentucky, US",United States,Kentucky,Hickman,US,USA,21105,36.6794808,-88.97875928,4380
"Wayne, Indiana, US",United States,Indiana,Wayne,US,USA,18177,39.8633444,-85.01044989,65884
"Gooding, Idaho, US",United States,Idaho,Gooding,US,USA,16047,42.96927962,-114.8108306,15179
"Coffee, Tennessee, US",United States,Tennessee,Coffee,US,USA,47031,35.49090731,-86.07311784,56520
"Emmet, Iowa, US",United States,Iowa,Emmet,US,USA,19063,43.37782951,-94.67858943,9208
"Webster, Georgia, US",United States,Georgia,Webster,US,USA,13307,32.04066113,-84.54742852,2607
"Hunterdon, New Jersey, US",United States,New Jersey,Hunterdon,US,USA,34019,40.56335249,-74.91284156,124371
"Posey, Indiana, US",United States,Indiana,Posey,US,USA,18129,38.02097333,-87.86480429,25427
"Butte, South Dakota, US",United States,South Dakota,Butte,US,USA,46019,44.90608745,-103.5079318,10429
"Crook, Oregon, US",United States,Oregon,Crook,US,USA,41013,44.14230227,-120.356297,24404
"Seminole, Florida, US",United States,Florida,Seminole,US,USA,12117,28.7158582,-81.24060348,471826
"Chittenden, Vermont, US",United States,Vermont,Chittenden,US,USA,50007,44.46322849,-73.08359212,163774
"Kankakee, Illinois, US",United States,Illinois,Kankakee,US,USA,17091,41.13746989,-87.86205334,109862
"Weber-Morgan, Utah, US",United States,Utah,Weber-Morgan,US,USA,,41.27116049,-111.9145117,272337
"Clark, Idaho, US",United States,Idaho,Clark,US,USA,16033,44.28496071,-112.3505704,845
"Fayette, Iowa, US",United States,Iowa,Fayette,US,USA,19065,42.86271799,-91.8441231,19650
"Benton, Washington, US",United States,Washington,Benton,US,USA,53005,46.23946995,-119.5120834,204390
"Adair, Oklahoma, US",United States,Oklahoma,Adair,US,USA,40001,35.88494195,-94.65859267,22194
"Warren, Tennessee, US",United States,Tennessee,Warren,US,USA,47177,35.6728299,-85.77969117,41277
"Butte, Idaho, US",United States,Idaho,Butte,US,USA,16023,43.72592209,-113.1735463,2597
"Jefferson, Arkansas, US",United States,Arkansas,Jefferson,US,USA,5069,34.26767081,-91.92619839,66824
"Clay, Kentucky, US",United States,Kentucky,Clay,US,USA,21051,37.16451126,-83.712575,19901
"Lonoke, Arkansas, US",United States,Arkansas,Lonoke,US,USA,5085,34.75392199,-91.88742357,73309
"Motley, Texas, US",United States,Texas,Motley,US,USA,48345,34.07408766,-100.779722,1200
"Pettis, Missouri, US",United States,Missouri,Pettis,US,USA,29159,38.72798918,-93.28471706,42339
"Honolulu, Hawaii, US",United States,Hawaii,Honolulu,US,USA,15003,21.45803166,-157.9712182,974563
"Dixie, Florida, US",United States,Florida,Dixie,US,USA,12029,29.60631086,-83.15724673,16826
"Callaway, Missouri, US",United States,Missouri,Callaway,US,USA,29027,38.83674754,-91.92186505,44743
"Kewaunee, Wisconsin, US",United States,Wisconsin,Kewaunee,US,USA,55061,44.51727459,-87.61468386,20434
"Greensville, Virginia, US",United States,Virginia,Greensville,US,USA,51081,36.67878901,-77.56351439,11336
"Williamson, Illinois, US",United States,Illinois,Williamson,US,USA,17199,37.73033511,-88.92994027,66597
"Montgomery, Kansas, US",United States,Kansas,Montgomery,US,USA,20125,37.19236568,-95.74329258,31829
"Crow Wing, Minnesota, US",United States,Minnesota,Crow Wing,US,USA,27035,46.48096553,-94.06755609,65055
"Klickitat, Washington, US",United States,Washington,Klickitat,US,USA,53039,45.87325839,-120.7913598,22425
"San Mateo, California, US",United States,California,San Mateo,US,USA,6081,37.4228808,-122.3275546,766573
"Putnam, Indiana, US",United States,Indiana,Putnam,US,USA,18133,39.66437981,-86.84517605,37576
"Potter, Pennsylvania, US",United States,Pennsylvania,Potter,US,USA,42105,41.74471626,-77.89559864,16526
"Page, Virginia, US",United States,Virginia,Page,US,USA,51139,38.61807452,-78.48797204,23902
"Highland, Virginia, US",United States,Virginia,Highland,US,USA,51091,38.35799465,-79.56124594,2190
"Woodward, Oklahoma, US",United States,Oklahoma,Woodward,US,USA,40153,36.42316318,-99.26283045,20211
"Dooly, Georgia, US",United States,Georgia,Dooly,US,USA,13093,32.15630737,-83.79746561,13390
"Dickens, Texas, US",United States,Texas,Dickens,US,USA,48125,33.61616822,-100.7788855,2211
"Llano, Texas, US",United States,Texas,Llano,US,USA,48299,30.70645047,-98.68475262,21795
"Sumter, Georgia, US",United States,Georgia,Sumter,US,USA,13261,32.03650571,-84.19821492,29524
"Haskell, Kansas, US",United States,Kansas,Haskell,US,USA,20081,37.5620394,-100.8710738,3968
"Bethel, Alaska, US",United States,Alaska,Bethel,US,USA,2050,60.90980451,-159.8561831,18386
"Yakima, Washington, US",United States,Washington,Yakima,US,USA,53077,46.45738486,-120.7380126,250873
"Barry, Missouri, US",United States,Missouri,Barry,US,USA,29009,36.70978521,-93.82919888,35789
"El Dorado, California, US",United States,California,El Dorado,US,USA,6017,38.77965956,-120.5233166,192843
"Waukesha, Wisconsin, US",United States,Wisconsin,Waukesha,US,USA,55133,43.01833055,-88.30431188,404198
"Jefferson, Tennessee, US",United States,Tennessee,Jefferson,US,USA,47089,36.04818632,-83.45148924,54495
"Shasta, California, US",United States,California,Shasta,US,USA,6089,40.76391419,-122.0396884,180080
"Tyler, Texas, US",United States,Texas,Tyler,US,USA,48457,30.77031716,-94.37690895,21672
"Victoria, Texas, US",United States,Texas,Victoria,US,USA,48469,28.79780988,-96.96813006,92084
"Ross, Ohio, US",United States,Ohio,Ross,US,USA,39141,39.33705391,-83.06000914,76666
"Hempstead, Arkansas, US",United States,Arkansas,Hempstead,US,USA,5057,33.73325583,-93.66935133,21532
"Butler, Iowa, US",United States,Iowa,Butler,US,USA,19023,42.73172833,-92.79015971,14439
"Pope, Arkansas, US",United States,Arkansas,Pope,US,USA,5115,35.44871474,-93.03212219,64072
"Mercer, Illinois, US",United States,Illinois,Mercer,US,USA,17131,41.20596782,-90.74290052,15437
"Eddy, North Dakota, US",United States,North Dakota,Eddy,US,USA,38027,47.71701474,-98.90432337,2287
"Platte, Missouri, US",United States,Missouri,Platte,US,USA,29165,39.38154439,-94.77068479,104418
"Dodge, Georgia, US",United States,Georgia,Dodge,US,USA,13091,32.17265114,-83.16948926,20605
"Jackson, West Virginia, US",United States,West Virginia,Jackson,US,USA,54035,38.84263974,-81.68148753,28576
"Idaho, Idaho, US",United States,Idaho,Idaho,US,USA,16049,45.84721541,-115.4634436,16667
"Neosho, Kansas, US",United States,Kansas,Neosho,US,USA,20133,37.55862897,-95.30670046,16007
"Dallas, Arkansas, US",United States,Arkansas,Dallas,US,USA,5039,33.97042763,-92.65167437,7009
"Houghton, Michigan, US",United States,Michigan,Houghton,US,USA,26061,46.89988536,-88.68495385,35684
"Turner, South Dakota, US",United States,South Dakota,Turner,US,USA,46125,43.3109081,-97.14865776,8384
"Dorchester, South Carolina, US",United States,South Carolina,Dorchester,US,USA,45035,33.0794369,-80.40502652,162809
"Chatham, Georgia, US",United States,Georgia,Chatham,US,USA,13051,32.00043026,-81.12489526,289430
"Bowie, Texas, US",United States,Texas,Bowie,US,USA,48037,33.44626922,-94.41834132,93245
"Stone, Arkansas, US",United States,Arkansas,Stone,US,USA,5137,35.86251946,-92.15684085,12506
"White, Illinois, US",United States,Illinois,White,US,USA,17193,38.08706198,-88.17657461,13537
"King, Washington, US",United States,Washington,King,US,USA,53033,47.49137892,-121.8346131,2252782
"Marion, West Virginia, US",United States,West Virginia,Marion,US,USA,54049,39.50984542,-80.24244659,56072
"Burleigh, North Dakota, US",United States,North Dakota,Burleigh,US,USA,38015,46.97847375,-100.4645214,95626
"Clark, Arkansas, US",United States,Arkansas,Clark,US,USA,5019,34.04613432,-93.17484713,22320
"Pershing, Nevada, US",United States,Nevada,Pershing,US,USA,32027,40.44003782,-118.4005641,6725
"Bell, Texas, US",United States,Texas,Bell,US,USA,48027,31.03736027,-97.4785025,362924
"Bedford, Virginia, US",United States,Virginia,Bedford,US,USA,51019,37.3080028,-79.5281964,78997
"Sullivan, Missouri, US",United States,Missouri,Sullivan,US,USA,29211,40.2099105,-93.11150106,6089
"Bremer, Iowa, US",United States,Iowa,Bremer,US,USA,19017,42.77461496,-92.31795937,25062
"Essex, New Jersey, US",United States,New Jersey,Essex,US,USA,34013,40.78681335,-74.24657979,798975
"Whitley, Kentucky, US",United States,Kentucky,Whitley,US,USA,21235,36.75700531,-84.14541217,36264
